developer_key,developer_name
6276,Mikko Tamper
6277,Mikola Games
6278,Mikołaj Spychał
6279,Mildly Professional
6280,Miles Fogle
6281,Miles Peter Hatcliff
6282,Miles Zimmer - Producer
6283,Milestone S.r.l.
6284,Milkbag Games
6285,Milkbar Lads
6286,Milkcraft Studio
6287,Milkoi Games
6288,Milkroom Studios GmbH
6289,Milkstone Studios
6290,Milktoast Stuff
6291,Milky Tea Studios
6292,Milky Way
6293,Millendream
6294,Millenium Games
6295,Milo Brandt
6296,Miloš Lužnjanin
6297,Milpitians
6298,Mimimi Games
6299,MinMax Games Ltd.
6300,Minakata Dynamics
6301,Minato Soft
6302,Mind Control Software
6303,Mind's Eye Games
6304,MindRend Technologies
6305,MindThunk
6306,Mindscape
6307,Mindtech
6308,Mindware
6309,"Mindware Co., Ltd."
6310,Minechan
6311,Mingxi Zou
6312,"Mingyu Information Technology Shanghai Co., Ltd."
6313,Mini Fun Games
6314,MiniChimera Game Studio
6315,Minicactus Games
6316,Minimol Games
6317,Minor Key Games
6318,Minos Games
6319,Minskworks
6320,Minstrel Studio
6321,Mint Tea
6322,MintCUBE
6323,Mipmap Digital
6324,Miquel Villalobos Verde
6325,Mir
6326,Mir Dialogue
6327,Mirabolis Studios
6328,Miracle Moon
6329,Mirari&Co.
6330,Miroko
6331,Miroslav Bago
6332,Misadventurous
6333,Misc Games
6334,Misc.261
6335,Mischief
6336,Misfit Village
6337,Missing Middle Games
6338,Missing Sentinel Software
6339,MistByte
6340,Mistcloud Games
6341,Mister Morris Games
6342,MisteryJay89
6343,Mistwall Studio
6344,MistyMountainStudio
6345,Mitchell Dixon
6346,Mitchell Garrett
6347,Mitchell Lawrence
6348,Mitchelson Brooks
6349,Mito Games
6350,Mitredel studio
6351,Mitsuki Game Studio
6352,Mixed Realms Pte Ltd
6353,Mixtape Games UK
6354,Miziziziz
6355,Mizoriot Creative Company LTD.
6356,Mizotsuki Rail / acty
6357,Mizrab
6358,Mk-II
6359,Mlyst
6360,MoDev
6361,MoaCube
6362,Mob Entertainment
6363,MobX GmbH
6364,Mobile Co Studios
6365,Mobius Digital
6366,MobiusGames
6367,Moby Geek Studios
6368,Mockingbird Softworks
6369,ModMaximuss
6370,Modern Storyteller
6371,Modus Interactive
6372,MoeGame
6373,Moebial Studios
6374,Moeity
6375,Mogeko
6376,Mohamed Eshmawy
6377,Mohawk Games
6378,Moist Dog studio
6379,Mojang Studios
6380,Mojiken
6381,Mojo Bones Ltd
6382,MojoTouch
6383,MokomuGame
6384,Molegato
6385,Molleindustria
6386,Molotov Estudios
6387,Molter
6388,Molton Studio
6389,Momiji Studios
6390,Momo-pi
6391,Monarch Studio
6392,Monka Studios
6393,Monkey Craft
6394,Monkey Moon
6395,Monkey Wizard Entertainment
6396,Monkeys Tales Studio
6397,"Mono Software, Inc."
6398,Monocarpic Game
6399,Monochrome Paris
6400,"Monochrome, Inc"
6401,Monokel
6402,Monolith of Minds
6403,Monologic Games
6404,Monomi Park
6405,Monomyth
6406,Monstars Inc.
6407,Monster Couch
6408,Monster Doctor Entertainment
6409,Monster Finger Games
6410,"Monster Games, Inc."
6411,Monster Lab
6412,Monster Shop Games
6413,Monster Tooth Studios
6414,Monster and Robot L.L.C.
6415,MonteBearo
6416,Montee Games
6417,"Monumental, LLC"
6418,Monuments Games
6419,Moolion
6420,Moon Bear Studio
6421,Moon Eclipse
6422,Moon Kid
6423,Moon Lens
6424,Moon Mode
6425,Moon Moose
6426,Moon Punch Studio
6427,Moon Street
6428,Moon Studio
6429,Moon Studios GmbH
6430,Moonana
6431,Moonbit
6432,Moondolino
6433,Mooneaters
6434,Mooneye Studios
6435,Moonfire Entertainment
6436,Moonflower Games
6437,Moonlab Studio
6438,Moonless Formless
6439,Moonlight Games
6440,Moonlight Kids
6441,Moonlight Studio
6442,MoonlightGames
6443,Moonlit Monitors
6444,Moonlit S.A.
6445,Moonlit Works
6446,Moonroof Studios
6447,Moonryse Studios
6448,"Moonshine Creation CO., LTD."
6449,Moonshine Studios
6450,Moonskull Games
6451,Moose Attack Studios
6452,MooseBear
6453,Mopeful Games
6454,Moral Anxiety Studio
6455,Moregames
6456,MorfeoDev
6457,MorkPuncher
6458,Morne Venter
6459,MorningGames
6460,Morningstar Game Studio
6461,Morningstar Studios
6462,MoroPoro
6463,Moronicbody
6464,MorpheusZ
6465,Morteshka
6466,Mosaic Mask Studio
6467,Moscano
6468,Mosqi Games
6469,MossTech Studio
6470,Mosslight Games
6471,Mossmouth
6472,Mostly Random Games
6473,Moswig
6474,MothCat
6475,Motion Game Studio
6476,Motive
6477,Motor Strip Entertainment
6478,Motvind Studios
6479,Mount Rouke Studios
6480,Mountains
6481,Mountainwheel Games
6482,Mouse Hat Games
6483,Mousetrap Games
6484,Mousou Endemic
6485,Movie Games Lunarium
6486,Moya Horror
6487,Mozai Games
6488,Mr Crops
6489,Mr. Baby Games
6490,Mr. Moo
6491,Mr. Nutz Studio
6492,Mr. Pink
6493,Mr. Terry Main
6494,Mr. Tired Media
6495,Mr. Vibin
6496,MrBoscheinen
6497,MrEliptik
6498,MrFatcat
6499,MrJohnWeez
6500,Mt.Zero Software
6501,MuGeNeon / 無限
6502,MuHa Games
6503,MuccyGames
6504,Mugule Nation
6505,Mugzone
6506,Mukorka
6507,Multicell Games
6508,Mumyou Tsujigiri
6509,Munch and Partners
6510,Mundfish
6511,Murilobast
6512,Muro Studios
6513,Murphy Buck - Creative Director
6514,Musa CANDIR
6515,Musa GUNGOR
6516,Musclebird
6517,Muse Games
6518,Mushreb Games
6519,Mushy Jukebox
6520,Music by Guidewire
6521,MustangDev
6522,Mustella Games
6523,Mutantleg
6524,Mutiny Software
6525,Muutsch
6526,My World
6527,MyACG Studio
6528,MyDearest Inc.
6529,MyDockFinder
6530,MyDreamForever
6531,MyDreamForever_Old
6532,MyPocketGames
6533,Myosuki
6534,MyoungJang Games
6535,Myron Games
6536,Myshkin Entertainment
6537,Mystery Soul's
6538,Mystic ERA games
6539,Mystic Systems
6540,Mystical95 Studio
6541,Mystik'art
6542,Mystive Studios
6543,MystiveDev
6544,Myth Entertainment
6545,MythiKiwi
6546,MythicOwl
6547,MythicWare
6548,"Mythric Studios, LLC"
6549,Mythwright
6550,Máté Pribelszky
6551,N-Body Solutions
6552,N-Fusion Interactive
6553,N3V Games
6554,N4bA
6555,N7T-GAMES
6556,NAISU
6557,NANKADA
6558,NAOS Software
6559,NC Studio
6560,NCARD
6561,NDOUT
6562,NDOgames
6563,NEKO WORKs
6564,NEKONEKO-SOFT
6565,NEKOTOKAGE GAMES
6566,NEO CRYSTAL GAMES LTD
6567,NEO FUTURE LABS
6568,NEO-C Productions L.L.C
6569,NEOLAVI
6570,NEOPLE Inc.
6571,NEOWIZ
6572,NEXD
6573,NEXON
6574,NEXT Studios
6575,NGD
6576,NGELGAMES
6577,NGIN LIMITED
6578,NGOG
6579,NIK Studios
6580,NINEHECTARE
6581,NIPPON CULTURAL BROADCASTING EXTEND INC.
6582,NJ No.1
6583,NJDZ
6584,NL Studio
6585,NODETRACK
6586,NOLDO
6587,NOMADIC games
6588,NON Grata Studio
6589,NORSKA
6590,NOTH
6591,NOVECT
6592,NOW PRODUCTION
6593,NOX NOCTIS
6594,NTStudios
6595,NUKKLEAR
6596,NUL2 STUDIO
6597,NULLA
6598,NUU
6599,NVG Games
6600,NVLMaker
6601,NVYVE® Studios
6602,NaCl586
6603,Nacon Studio Ghent
6604,Nacon Studio Milan
6605,Naivus Luo
6606,Naked Cactus
6607,NamNorm
6608,NamaTakahashi
6609,Nameless XIII
6610,Namion Games
6611,NanaWind
6612,Nanakusadou
6613,Nanali Studios
6614,Nanasi Project
6615,"Nanjing Weichu Information Technology Co., Ltd."
6616,Nankidai
6617,NanningsGames
6618,NanoPiko
6619,Nanoleptic Games
6620,Naoka Games
6621,Naoka Studio
6622,Naps Team
6623,Naraven Games
6624,Narom42
6625,Narrator
6626,NarriFlux
6627,Narut Studio's
6628,Narwhalnut LLC
6629,Nasheik
6630,Nasty Cat
6631,Nastycloud
6632,Natal Game Studio
6633,Nate Berens
6634,Nate Bit Games
6635,Nate Turley
6636,Nathan Francis
6637,Nathan Rais
6638,Nathan Thomson
6639,Nathan Workman
6640,National Film Board of Canada
6641,Nations Software
6642,Natsume Inc.
6643,NatsumeAtari
6644,Naturepixel Studios
6645,Naturtrüb
6646,Naughty Clogs
6647,Naughty Dog LLC
6648,Naughty Engineering
6649,Nauris Amatnieks
6650,Nautlander
6651,Naval Warfare Simulations
6652,Navegante
6653,Navel
6654,Ndemic Creations
6655,NeVReal Studios
6656,Neat Corporation
6657,Neat Games
6658,Neatan Games
6659,Nebereal's
6660,Necronomicon Games
6661,Necrosoft Games
6662,Neelam Jani
6663,Neex Games
6664,Negative Karma
6665,Negative Return
6666,NegativeGenius LLC
6667,Neki4 Electronics
6668,Neko
6669,Neko Cloud
6670,Neko Game
6671,Neko Machine
6672,NekoNeko Soft
6673,NekoNyan Ltd.
6674,NekoPad Studio
6675,Nekoday
6676,Nekolyst
6677,Nekoromorph
6678,Nelset
6679,Nelson Boles
6680,Nelson Nava
6681,Nementic Games
6682,Nemeton Singularity Simulations
6683,Nemo Studios
6684,NeoBird
6685,Neoclassic Games
6686,NeocoreGames
6687,Neofid Studios
6688,Neojac Entertainment Inc.
6689,Neomateria Games GmbH
6690,Neon Castle
6691,Neon Doctrine
6692,Neon Giant
6693,Neon Wizard Games
6694,"Neonovice Co., Ltd."
6695,NeorTur
6696,Neos Corporation
6697,Neosphere Interactive Studios
6698,Neotro Inc.
6699,Neox Games
6700,Nepos Games
6701,Nerd Commando Game Studios
6702,Nerd Monkeys
6703,NerdJack
6704,Nerdindustries GmbH
6705,Nerdook Productions
6706,NerdyBird Studios
6707,Nerial
6708,Nerve Singer
6709,Nesalis Games
6710,Net Get Games
6711,Net-assembly
6712,NetherRealm Studios
6713,Netmancer
6714,Neuron Entertainment
6715,NeutronStar.studio
6716,Nevan Games
6717,Never Knows Best
6718,Nevergreen Games
6719,Neverjam
6720,Nevertheless Studio
6721,Neverworks Games
6722,Nevolane
6723,Nevosoft
6724,Nevsram
6725,New Beings
6726,New Blood Interactive
6727,New Bridge Games
6728,New Companion
6729,New Deer
6730,New England Interactive
6731,New Games Waves
6732,New Generation Games
6733,New IDEA Games
6734,New State
6735,NewGen
6736,NewOldMax
6737,NewProjekt
6738,NewTaskbar Team
6739,Newbuild-C
6740,Newhead Studio
6741,Newvicon Ltd
6742,Next Generation Gaming
6743,Next Stage Inc.
6744,Nezon Production
6745,NguyeZ
6746,Nhat Nguyen
6747,Ni Hao
6748,NiVision
6749,NiaR
6750,Nianqiu Cao
6751,Nibb Games
6752,Nic
6753,Nic Schubert
6754,Nice Dream
6755,Nichita Ciuprin
6756,Nicholas McDonnell
6757,Nicholas O'Brien
6758,Nicholas Orlowski
6759,Nicholas Rizzo
6760,Nick
6761,Nick Baker
6762,Nick Ciulla
6763,Nick Mellott
6764,Nick Oueijan
6765,Nick Paladino
6766,Nick Urs
6767,Nickireda
6768,Nico H
6769,Nico Tuason
6770,NicoDiti
6771,Nicolas Beaudette
6772,Nicolas Jean
6773,Nicolas Kemball-Cook
6774,Nicolás Delgado
6775,Nidal Nijm Games
6776,Niebla Games
6777,Niema Moshiri
6778,Nifflas
6779,Niflheim
6780,Nifty Visuals
6781,Night Job Games
6782,Night School Studio
6783,Night Signal Entertainment
6784,NightByte Games
6785,NightCat Studios
6786,Nightdive Studios
6787,Nighthouse Games
6788,Nightlife Strangers
6789,Nightmare Ink Publishing
6790,Nightstuff Games
6791,Nihon Falcom
6792,Niila Games
6793,Nik's Games
6794,Niki Cilliers
6795,Nikita Igorevich Studio
6796,Nikita Kryukov
6797,Nikita Markin
6798,Nikita Morti
6799,Nikita P. Chiril G.
6800,Nikita Ustinov
6801,Nikk F.
6802,Nikko Nikko
6803,Niklas Ström
6804,Niko
6805,Niko Ritari
6806,Nikodem Lokatelj
6807,Nikodem Swider
6808,Nikola Bulj
6809,Nikola Grunchevski
6810,Nikola Todorovic
6811,Nikolai Usachev
6812,Nikolaj Piet Pagh
6813,Nikolay Karakelyan
6814,Nikolay Kulesh
6815,Nikolay Lazarev
6816,NikuTreat
6817,Nils Jakrins
6818,Nimble Giant Entertainment
6819,Nimbus Games
6820,Nimos Games
6821,Nina Demirjian
6822,Nindo
6823,Nine Dots Studio
6824,Nine Rocks Games
6825,NinePlus Studio
6826,Ninetail
6827,Ninja Gamer Studio
6828,Ninja Kiwi
6829,Ninja Rabbit Studios
6830,Ninja Theory
6831,NinjaDuck Games
6832,Nintai Studios
6833,NioTum
6834,NipoBox
6835,"Nippon Ichi Software, Inc."
6836,NipsApp Game Studios
6837,NipsApp Gaming Software
6838,Nise-Eikoku Studio
6839,Nitro Origin
6840,Nitro+CHiRAL
6841,Nitrome
6842,Nitroplus
6843,Nixxes Software
6844,No
6845,No Code
6846,No Future
6847,No Ghost
6848,No Matter Studios
6849,No Scope Studios
6850,No Strike
6851,No Stuck Game Studio
6852,No more Sleep
6853,No.25
6854,NoBreadStudio
6855,NoDeadLineGames
6856,NoFace工作室
6857,NoSleepGames LLC
6858,Noah Kellman
6859,Noah Lewin
6860,Noah Maestre
6861,Noah Rayburn
6862,Noah Scarborough
6863,Noah W. Calhoun
6864,Noble Master LLC
6865,Noble Muffins
6866,Noble Phantom Games LLC
6867,Nobody Studio
6868,Noctiluca Studio
6869,Nocturnal works
6870,Nocturne Studio
6871,Nodbrim Interactive
6872,Nodding Heads Games
6873,Nodtech Creative Industries Ltd.
6874,Nogam Game
6875,NoiArts
6876,Noio
6877,Noio Games
6878,Noise Hunters
6879,Noiseminded
6880,Noisestorm
6881,Noisy Head Games
6882,Noland Studios
6883,Nolla Games
6884,Nomad Games
6885,Nomary
6886,Nomas Games
6887,Nomina Games
6888,NomnomNami
6889,NonNobis Games
6890,Noobz From Poland
6891,Noobz from Poland
6892,Nooner Bear Studio LLC
6893,Noostyche
6894,Noppasin Ngamsanguanprapa
6895,Norabako
6896,Nordic Empire Games
6897,Nordville Technology LTD
6898,Norka
6899,Normal Distribution LLC
6900,Normogames
6901,Normunds Petrovs
6902,Norsfell
6903,North Modding Company AB
6904,Northend Games
6905,Northern Mind
6906,Northplay
6907,Northway Games
6908,Nosebleed Interactive
6909,Nostalgames
6910,Nostalgia
6911,Nostalgiatree and faxdoc games
6912,Not A Goose
6913,Not A Serious Game Studio
6914,Not Dead Design
6915,Not Fun Games
6916,Not Yet
6917,Not a Sailor Studios
6918,NotDeadLuna Studio
6919,NotGames
6920,Notex
6921,Nothing Rhymes With Entertainment
6922,Notion
6923,Notional Games
6924,Noto Muteki
6925,Notovia
6926,Notte Studio Games S.R.L.S
6927,Nour Ashmawy
6928,Nova B12
6929,Nova-box
6930,NovaSoft Interactive Ltd.
6931,Novalink
6932,Novarama
6933,"NovelKeys, LLC."
6934,Novelab
6935,Novity
6936,NowakGames
6937,Nowhere Studios
6938,Nowsky
6939,Noxfall Studios
6940,Nozori Games
6941,NuChallenger
6942,Nuci
6943,Nucko Games
6944,Nuclear Games
6945,Nuclear Lunch
6946,Nudiventra
6947,NukGames
6948,Nukearts Studio
6949,Nukeborn Studio
6950,Nuked Cockroach
6951,Nuko Majin
6952,Null Pointer Studio
6953,Null Reference Games
6954,Null Reference Studio
6955,NullReferenceException
6956,Nullpointer Games
6957,Nullsson
6958,Numinous Games
6959,NuoMiGame游戏开发工作室
6960,Nupu Neko Dev
6961,Nupuryu no sato
6962,Nussygame
6963,Nuwenu Studio
6964,Nyanco Channel
6965,Nyberius
6966,Nyxtales
6967,O-TWO inc.
6968,O. Kaya
6969,O.Stogden
6970,OFK
6971,OKYO GAMES
6972,OLKON GAMES
6973,OMFGames
6974,"OMOCAT, LLC"
6975,ONE-O-ONE GAMES
6976,ONEONE1
6977,"ONGAKUKAN Co., Ltd."
6978,ONITRON STUDIO
6979,ONUR GENCAY GÖKÇE
6980,OPERAHOUSE
6981,OPG EUPHORE
6982,OPai GAME
6983,"ORANGE CUBE, INC."
6984,ORANGE POPCORN
6985,ORICO interactive
6986,ORIGAME DIGITAL
6987,ORQA
6988,OSome Studio
6989,OTA IMON Studios
6990,OTL GAME
6991,OVA
6992,OVRAS Team
6993,OWG Studios
6994,OXO Games
6995,OZBER CIN
6996,OZNA STUDIO
6997,OZYSOFT
6998,Oakley Blade Games
6999,Oath Games
7000,Obelisk Studio
7001,Object Normal
7002,Object Software
7003,Objectif 3D
7004,Oblom studio
7005,Oblomov Industries
7006,Obscure Tales
7007,Obsidian Entertainment
7008,Ocean
7009,"Ocean Drive Studio, Inc."
7010,Ocean's Dream
7011,Ocellus Studio
7012,Octavia Blue
7013,Octavio Gomes
7014,Octeto Studios
7015,Octillion Entertainment
7016,Octobear Knight Games
7017,October Games
7018,Odd Bug Studio
7019,OddOneGames
7020,Oddscure
7021,Oddworld Inhabitants
7022,Odencat
7023,Odinsoft Inc.
7024,Odooh Games
7025,Odyssey Studios
7026,Ofek Ben Shalom
7027,Ofer Rubinstein
7028,Off The Deck Games
7029,Official LAMBs
7030,OfficialCH
7031,Offwidth Games Ltd
7032,Offworld
7033,Ogre Pixel
7034,Oguz Kemerli
7035,Oh
7036,OhDeer Studio
7037,Ohana Studio
7038,Ohsat Games
7039,Oiffy
7040,Oil Wars Team
7041,Oimoland
7042,Oink Games Inc.
7043,Oisoi
7044,Ok! Games
7045,Oki Aki
7046,Okidokico
7047,Okomotive
7048,Oksana Bula
7049,Old Apes
7050,Old Fashioned Games
7051,Old Moon
7052,Old Oak Den
7053,Old School Vibes
7054,Old Skull Games
7055,Old World Studios™
7056,OldFarmer
7057,Oleander Garden
7058,Oleg Dzhuraev
7059,Oleg Sereda
7060,Oleg Shestoperov
7061,Oleg Skutte
7062,Oleh Baziv
7063,Oli Taylor
7064,Olie Games
7065,Olipa Games
7066,Oliver Josh
7067,Olivier Monaret
7068,Olli Arkko
7069,Olydri Games
7070,Omar Bik
7071,Omar Chapa Hernandez
7072,Omar Chapa Moyers
7073,Omeda Studios
7074,Ominous Entertainment
7075,Ominux Games
7076,Omni Games
7077,Omnifarious Studios LLC
7078,Omnis Rector Studios
7079,On Target Simulations
7080,OnSkull Games
7081,Once A Bird
7082,Ondrej Hroch
7083,One Armed Bandit
7084,One Bit Studio
7085,One Buck
7086,One Dreamer Company
7087,One Earth Rising™
7088,One Face Studio
7089,One Goose Army
7090,One Gruel Studio
7091,One Man Games
7092,One More Level
7093,One Percent Games LLC
7094,One Secret Pseudo
7095,One Tasteful Succulent
7096,One Tree Hill Studios
7097,One Up Plus
7098,One Up Plus Entertainment
7099,One or Eight
7100,OneBlock
7101,OneGuyGames
7102,OneMac
7103,OneOneGames
7104,Onefin
7105,Oneiric Tales
7106,Oneiric Worlds
7107,Onerat Pty Ltd
7108,Onfire Games
7109,Ongmaker
7110,OnigiriStudio
7111,Onion Games
7112,OnionMilk
7113,Onix Games
7114,OnlineObject
7115,Only By Midnight Ltd.
7116,Only4Gamers
7117,Onur Ayas
7118,Onur Doğan
7119,Onuralp Kanatsz
7120,Onyx Lute
7121,Oose
7122,OpalA dev
7123,Opala Project
7124,Open Alpha
7125,Open Maw Productions
7126,Open Mid Interactive
7127,Open World Interactive
7128,OperaHouse Corporation
7129,Oppressive Games
7130,Ops Game Studio
7131,OptiMAST
7132,Optic Scatter Games
7133,Optillusion
7134,Option 44
7135,OptizOnion
7136,Oracle and Bone
7137,Orange Blossom
7138,Orange Pylon Games
7139,OrangePig Studio
7140,Orange_Juice
7141,Orangepixel
7142,OrangutanLeMonk
7143,Orata Studio
7144,Orbi Universo Team
7145,Orbis Studio
7146,Orbit Studio
7147,Orbital Contingent
7148,Orbital Express
7149,Orca Layout
7150,Orchidstra Entertainment
7151,Orcsoft
7152,Order & Entropy Studios
7153,Ordinary Pine Studio
7154,Orgesta Inc.
7155,Ori Mees
7156,OriOpa Studio
7157,Orichalcum Pictures
7158,Original Fire Games
7159,Orika Nekoi
7160,Oriol Cosp Games
7161,OrionGames
7162,Orius Games
7163,Orkbadger
7164,Ornbjorn
7165,Orongto
7166,Orteil
7167,Orube Game Studio
7168,Osarion
7169,Osaris Games
7170,Oscar Bonduelle
7171,Oscar Brittain
7172,Oskar Henrique
7173,Oskar Stålberg
7174,Oslo Albet
7175,Osmose Studio
7176,Ostra Entertainment
7177,Ot Vinta
7178,Ota Guchi Field
7179,Ota Mato
7180,Otakesan
7181,Other Ocean Emeryville
7182,Otherworld Interactive
7183,Otis Miller
7184,Otreum Games
7185,OtterWays
7186,Ouadi Huard
7187,OuroborOs_
7188,Ouroboro Soft Inc.
7189,Out Gaming
7190,Out Of Time Interactive
7191,Out of Bounds Playground
7192,Out of the Blue Games
7193,Out of the Box Games UG
7194,Out of the Park Developments
7195,OutOfTheBit Ltd
7196,Outer Brain Studios
7197,Outer Heaven
7198,Outer Planet Studios
7199,Outerloop Games
7200,Outlier
7201,Over Games
7202,Over The Moon
7203,OverBorder Studio
7204,OverDrift Crew
7205,OverPowered Team
7206,Overaction Game Studio
7207,Overall Adventures ltd
7208,Overflow
7209,OverheatSquare
7210,Overlay Games
7211,Overrun Games
7212,Overseer Games
7213,Oversteer Studios
7214,Ovgoskyiu
7215,Ovid Works
7216,Ovilex Software
7217,Owen Black
7218,Owen6936
7219,Owlcat Games
7220,Owlchemy Labs
7221,Owlskip Games
7222,Owned by Gravity
7223,Oxeliz Pvt ltd
7224,OyFyBy
7225,Oz
7226,Ozzie Sneddon
7227,P.+
7228,P.G.制作组
7229,P3 Games
7230,PALETTE
7231,PALETTE-QUALIA
7232,PATRONES & ESCONDITES
7233,PAXERT GAMES
7234,PBS Designs
7235,PEACH CAT
7236,PEARFLOWER
7237,PELMENI GAMES
7238,PENPEN
7239,PEPOLA INDIA Pvt. Ltd.
7240,PERENNIAL HEARTS LLC.
7241,PG Games
7242,PH3 GmbH
7243,PH7 Studios
7244,PHL Collective
7245,PHOSEPO
7246,PHOSPHORUS GAMES
7247,PICOPICOSOFT
7248,PICTOLOGI
7249,PINIX
7250,PJ Rivas
7251,PLAY Mephistowaltz
7252,POWER UNIT
7253,PRM Games
7254,PRODUKTIVKELLER Studios
7255,PROJECT MOREUM Inc.
7256,PROMVI GAMES
7257,PS Games
7258,PTL
7259,PTW Inc.
7260,PUC de Chile
7261,PUMPKIM
7262,PUNKCAKE Delicieux
7263,PUPPET DEPOT GAME STUDIO
7264,PURESIS
7265,PUZZLE Games
7266,PWCT Software
7267,PWNED Studio
7268,Pablo Arismendi Rabe
7269,Pablo Barrón
7270,Pablo Lario Gómez
7271,Pablo Leban
7272,Pablo Picazo
7273,Pahris Entertainment SIA
7274,Paintbucket Games
7275,Paleodev
7276,Palikkapeli Entertainment
7277,Palindrome Interactive
7278,Paliverse
7279,Palladium Soft
7280,Palladium Super Interactive
7281,Palmsoft
7282,Pamela Pizarro-Ruiz
7283,Pan Studio
7284,PanGuoJun
7285,Panache Digital Games
7286,PancakeGames
7287,Panda Indie Studio
7288,PandaCat 熊喵独立游戏
7289,"Pandan Games, LLC"
7290,Pandemic Studios
7291,Pandora Technology
7292,PanfilovDev
7293,PangdoraSouls
7294,Pangea Survival Development Team
7295,Panic Ensues Software
7296,PanicBarn
7297,Pannl Inc.
7298,Pantechou M
7299,Panzer Division Games
7300,Panzer Gaming
7301,PapStache
7302,Papangu Games
7303,Papaonn
7304,Paper Atom
7305,Paper Bunker s.r.o.
7306,Paper Cult
7307,Paper Promises Programming
7308,Paper Salamander Games
7309,Paper Scissors
7310,Paperboy Games‎
7311,Papertiger Studio
7312,Papucs Games
7313,Parables Games
7314,Paradox Development Studio
7315,Parallel Circles
7316,Parallel Portal
7317,Parallel Studio
7318,Parallel World studio
7319,Paralune LLC
7320,Parange Project
7321,Paranoid Interactive
7322,Pariah Interactive Inc.
7323,Parker Becton
7324,Parker Crandell
7325,PartTimeIndie
7326,Party for Introverts
7327,PartyBunchDev
7328,PartyGaming
7329,Parul Wadhwa
7330,Pascal Dittrich
7331,Pasha Utt
7332,Passion Republic Games
7333,Passtech Games
7334,Pastagames
7335,Pastel Peaks Production
7336,Path Games
7337,Patha Pradipa 挪灯人
7338,Pathea Games
7339,Patricio Marin
7340,Patrick Sweeney
7341,Patrick Traynor
7342,Patrik Eliaš
7343,Patrik Sehnoutek
7344,Paul Banks
7345,Paul Bird
7346,Paul Georghiou
7347,Paul Hebbinckuys
7348,Paul Podberezko
7349,Paul Schnepf
7350,Paul Wallace
7351,PaulArt
7352,Paula Cuevas
7353,Paulius Giniotis
7354,Paulo Henrique Franqueira
7355,Paulo Robson Allonso
7356,Paulo Sacilotti Junior
7357,Paulo Vinicius
7358,Pavel Kudinov
7359,Pavel Kutejnikov
7360,Pavel Repin
7361,Pavel Ryabtsev
7362,Pavel Tovarys
7363,Pavo Studio
7364,Pavonis Interactive
7365,Pavrek Games
7366,Pawika Khampawong
7367,Pawley Games
7368,PeDePe GbR
7369,Peace & Love Games
7370,Peace Blvd Games
7371,Peachy Clouds
7372,Peachy Keen Games
7373,Peaksel
7374,Peakway Software LLC
7375,Peanut Button
7376,Pedro Acuña
7377,Pedro Lima
7378,Peepod Inc.
7379,Pendopo Creations
7380,Pendulo Studios
7381,Penguin Gamers
7382,Penguin Void Productions
7383,Penrose
7384,People Can Fly
7385,Pepite Studios
7386,Perfect Day Studio
7387,Perfect Games
7388,Perfect Garbage
7389,Perfectly Generic Team
7390,Perfectly Paranormal
7391,Perfoon
7392,Performance Artist
7393,Perfuse Entertainment
7394,Perish Arts
7395,PerkMandelc
7396,Pernich Media
7397,Perpetual Motion Software
7398,Persona Theory Games
7399,PersonaeGame Studio
7400,Persp3ctive
7401,Perspektik
7402,Perun Creative
7403,Pet Project Games
7404,Petal Cat Games
7405,Peter Hijma
7406,Peter Jurkovsky
7407,Peter Knak
7408,Peter Soltesz
7409,Petersen Games
7410,Petit Depotto
7411,Petit Fabrik
7412,Petoons Studio
7413,Petr Šimůnek
7414,"Petricore, Inc."
7415,Petriheart
7416,Petroglyph
7417,Petrov Yuriy
7418,Petums
7419,Pew Times Three
7420,Pewter Games Studios
7421,Pham Studio
7422,Phantasma Digital
7423,Phantom Compass
7424,Phantom Studio
7425,PhantomHeadache
7426,Phantombolt Games
7427,Phantomisland
7428,Pharaoh Hound Games
7429,Pharos Interactive
7430,PhatRobit
7431,Phenomena
7432,Phigames
7433,PhijkchuGames
7434,Philipp Lehner
7435,Philippe Schober
7436,Philisophic Games
7437,Phillip Trudeau-Tavara
7438,Philosophical School of Games
7439,Philosophy♂
7440,Philozofia Studio
7441,Phobia Game Studio
7442,PhobiaGamesNet
7443,Phodex Games
7444,Phoenix Game Studio
7445,Phoenix Labs
7446,Phoenix Steel Games
7447,PhoenixFire Games
7448,Phoenixxx Games
7449,Phosphor Game Studios
7450,Phr00t's Software
7451,Phun Peeticharoenthum
7452,Phung Games
7453,Phyox Entertainment
7454,PiBoSo
7455,PiCorp
7456,PiPuProductions
7457,Picatrix Games
7458,Piccolo Studio
7459,Pickle Drugs
7460,Picklefeet Games
7461,Pickles Entertainment
7462,Pico Games
7463,Pico Sacro Games
7464,Picogram
7465,Picorinne Soft
7466,Pidro Soft
7467,Pidroh
7468,Piece Of Voxel
7469,Piecewise Labs
7470,PiedPipers Team
7471,Pierre Vandermaesen
7472,Pieslice Productions
7473,Pigeon-G
7474,PigeonDev
7475,Piggybank Studios
7476,Pigs Fly Games
7477,PikPok
7478,Pika's Game
7479,Pikewin
7480,Pikku-a
7481,Piko Interactive
7482,Piko Interactive LLC
7483,Pikselnesia
7484,Pilbo Games
7485,Pilgrim Adventures
7486,Pillow Castle
7487,Pinblend Studios
7488,Pine Drake Games
7489,Pine Games
