game_key,steam_appid,name,type,is_free,required_age,initial_price,price_tier,controller_support,dlc_count,achievements_total,content_depth_tier,language_count,price_currency,is_premium
3713,1196470,WE ARE FOOTBALL,game,0,0,495.0,300-499,0,1,42,high,8,THB,1
3714,1215280,Mask of Mists,game,0,0,315.0,300-499,0,0,15,medium,3,THB,0
3715,1232100,BroodStar,game,0,0,199.0,200-299,1,1,79,very high,1,THB,0
3716,1315120,Field Hospital: Dr. Taylor's Story,game,0,0,115.0,100-199,0,0,17,medium,4,THB,0
3717,1343750,Z-Race,game,0,0,239.0,200-299,0,0,0,low,1,THB,0
3718,1348690,Oaken,game,0,0,400.0,300-499,1,1,57,very high,6,THB,1
3719,1410640,Syberia: The World Before,game,0,0,849.0,800+,1,1,30,high,14,THB,1
3720,1427400,Sky Journey - Jigsaw Landscapes,game,0,0,69.0,1-99,0,2,40,high,1,THB,0
3721,1434350,Celestial Hearts,game,0,0,115.0,100-199,0,0,12,medium,1,THB,0
3722,1476760,Amazing Fix,game,0,0,21.0,1-99,0,0,0,low,2,THB,0
3723,1522280,Grim Realms,game,0,0,315.0,300-499,0,1,17,medium,8,THB,1
3724,1553320,Inside Depth 6,game,0,0,115.0,100-199,0,0,13,medium,1,THB,0
3725,661680,Growbot,game,0,0,400.0,300-499,1,2,24,high,10,THB,1
3726,1580150,Between Time: Escape Room,game,0,0,189.0,100-199,1,1,5,low,13,THB,0
3727,1600930,Foul Play - Yuri Visual Novel,game,0,0,229.0,200-299,0,1,28,high,1,THB,0
3728,1649570,Super Grave Snatchers,game,0,0,69.0,1-99,0,1,17,medium,1,THB,0
3729,1680880,Forspoken,game,0,18,2290.0,800+,1,2,53,very high,14,THB,1
3730,1726730,You Must,game,0,0,47.0,1-99,0,0,11,medium,2,THB,0
3731,1771730,The City Must Grow,game,0,0,115.0,100-199,0,0,16,medium,2,THB,0
3732,1829470,Melody's Escape 2,game,0,0,315.0,300-499,1,0,14,medium,10,THB,1
3733,1889620,AI Roguelite,game,0,0,315.0,300-499,0,3,54,very high,25,THB,0
3734,1895890,9 Childs Street,game,0,0,155.0,100-199,0,0,0,low,2,THB,0
3735,1944660,AlexanderBall: A Countryball Tale,game,0,0,275.0,200-299,0,0,48,high,1,THB,0
3736,1337710,Sanae Toumaden X,game,0,0,135.0,100-199,0,0,0,low,2,THB,0
3737,835650,Rising Lords,game,0,0,400.99,300-499,1,1,12,medium,13,THB,1
3738,978520,Legend of Keepers: Career of a Dungeon Manager,game,0,0,289.0,200-299,1,4,24,high,15,THB,0
3739,987150,BMX The Game,game,0,0,319.0,300-499,1,0,0,low,1,THB,0
3740,1034850,Best Friend Forever,game,0,0,289.0,200-299,0,0,15,medium,1,THB,0
3741,1054050,Hero must die. again,game,0,0,719.0,500-799,1,0,57,high,2,THB,1
3742,1062960,UNDER the SAND - a road trip simulator,game,0,0,400.0,300-499,0,0,37,high,13,THB,0
3743,1109720,DOTORI,game,0,0,209.0,200-299,1,0,46,high,3,THB,0
3744,1114950,Learn Japanese RPG: Hiragana Forbidden Speech,game,0,0,400.0,300-499,0,0,0,low,1,THB,0
3745,1195560,Alek - The Lost Kingdom,game,0,0,289.0,200-299,1,0,0,low,10,THB,0
3746,1236490,Bamerang,game,0,0,115.0,100-199,1,1,32,high,16,THB,0
3747,1253680,Super Soccer Blast,game,0,0,159.0,100-199,1,0,16,medium,9,THB,0
3748,1262720,Ruin Raiders,game,0,0,159.0,100-199,1,0,27,medium,8,THB,0
3749,1298140,Fobia - St. Dinfna Hotel,game,0,0,379.0,300-499,1,0,28,medium,11,THB,1
3750,1301230,Astrodogs,game,0,0,219.0,200-299,1,0,0,low,1,THB,0
3751,1302590,Swords and Sandals Crusader Redux,game,0,0,179.0,100-199,0,0,20,medium,1,THB,0
3752,1314140,TramSim Vienna - The Tram Simulator,game,0,0,680.0,500-799,0,3,29,high,6,THB,1
3753,1340640,HORROR TALES: The Wine,game,0,0,259.0,200-299,1,0,21,medium,9,THB,0
3754,1377260,Miracle Sudoku,game,0,0,99.0,100-199,0,0,0,low,1,THB,0
3755,1383160,Endless Firepower,game,0,0,115.0,100-199,0,0,30,medium,1,THB,0
3756,1432680,Mechanic 8230: Escape from Ilgrot,game,0,0,219.0,200-299,0,2,10,medium,7,THB,0
3757,1487590,Yoshiwara Higanbana,game,0,0,890.0,800+,0,0,23,medium,3,THB,1
3758,1489120,sunny-place,game,0,0,155.0,100-199,0,0,15,medium,1,THB,0
3759,1523400,Livestream: Escape from Hotel Izanami,game,0,0,289.0,200-299,1,0,21,medium,5,THB,0
3760,1624460,THE FANGS HUNTRESS,game,0,0,115.0,100-199,0,0,0,low,1,THB,0
3761,1651610,Last Night of Winter,game,0,0,189.0,100-199,1,0,15,medium,3,THB,0
3762,1663410,Happenlance,game,0,0,400.0,300-499,1,0,39,high,7,THB,0
3763,1673630,Eternal Evil,game,0,0,549.0,500-799,1,0,31,high,2,THB,1
3764,1683620,Plan B from Outer Space: A Bavarian Odyssey,game,0,0,219.0,200-299,0,1,45,high,2,THB,0
3765,1697940,The Whisperer,game,0,0,115.0,100-199,0,0,0,low,2,THB,0
3766,1767560,Pro Cycling Manager 2022,game,0,0,579.0,500-799,0,0,68,very high,9,THB,1
3767,1898670,All the Words She Wrote,game,0,0,219.0,200-299,0,0,12,medium,1,THB,0
3768,1939560,镇邪,game,0,0,239.0,200-299,0,0,25,medium,1,THB,0
3769,1973700,Lianhai Casino,game,0,0,199.0,200-299,0,1,18,medium,3,THB,0
3770,2215540,Colossal Cave,game,0,0,495.0,300-499,0,0,24,medium,13,THB,1
3771,2241390,Spelp,game,0,0,115.0,100-199,0,0,41,high,1,THB,0
3772,524910,Hidden Through Time,game,0,0,159.0,100-199,1,5,19,high,14,THB,0
3773,725270,Necrobarista,game,0,0,289.0,200-299,1,1,11,medium,14,THB,0
3774,1270100,兵法：战国篇,game,0,0,249.0,200-299,0,0,26,medium,3,THB,0
3775,1076120,Dwarven Skykeep,game,0,0,400.0,300-499,0,1,35,high,5,THB,1
3776,1132970,Time To Stop Time,game,0,0,220.0,200-299,0,0,18,medium,8,THB,0
3777,1140890,Morbid: The Seven Acolytes,game,0,0,319.0,300-499,1,0,25,medium,9,THB,0
3778,1154810,Going Under,game,0,0,730.0,500-799,1,1,23,medium,8,THB,1
3779,1233590,Warhammer Age of Sigmar: Storm Ground,game,0,0,490.0,300-499,1,1,42,high,9,THB,1
3780,1279240,Police Shootout,game,0,0,315.0,300-499,0,0,34,high,9,THB,0
3781,1329110,2ECONDS TO STΔRLIVHT: Forever My Diamond,game,1,0,0.0,Free,0,1,2,low,1,FREE,0
3782,1353270,Five Dates,game,0,0,315.0,300-499,1,0,15,medium,9,THB,0
3783,1363770,Escape Quest,game,0,0,69.0,1-99,0,0,0,low,5,THB,0
3784,1379970,Solar System VR,game,0,0,85.0,1-99,0,0,0,low,3,THB,0
3785,1420650,Touhou Bunkachou ～ Shoot the Bullet.,game,0,0,199.0,200-299,0,0,0,low,1,THB,0
3786,1484620,Arcade Spirits: The New Challengers,game,0,0,400.0,300-499,1,1,28,high,1,THB,1
3787,1535200,Rocket Skates VR,game,0,0,189.0,100-199,0,0,0,low,1,THB,0
3788,1082450,Gold Hunter,game,0,0,459.0,300-499,0,0,0,low,17,THB,1
3789,1538570,Patron,game,0,0,289.0,200-299,0,3,85,very high,13,THB,0
3790,1601680,The Advisor - Episode 1: Royal Pain,game,0,0,69.0,1-99,1,0,0,low,1,THB,0
3791,1692700,SimplePlanes VR,game,0,0,220.0,200-299,0,0,0,low,1,THB,0
3792,1715460,Touhou Hero of Ice Fairy: Prologue,game,1,0,0.0,Free,1,1,7,medium,2,FREE,0
3793,1723530,Stones Keeper,game,0,0,259.0,200-299,0,2,24,high,7,THB,0
3794,1841200,Skullborn,game,0,0,199.0,200-299,0,0,0,low,1,THB,0
3795,1892030,Dummynation,game,0,0,249.99,200-299,0,0,16,medium,35,THB,0
3796,1132230,Iridion II,game,0,0,219.0,200-299,0,0,0,low,1,THB,0
3797,726110,Overcrowd: A Commute 'Em Up,game,0,0,400.0,300-499,0,1,45,high,12,THB,0
3798,752580,"Imperivm RTC - HD Edition ""Great Battles of Rome""",game,0,0,175.0,100-199,0,0,0,low,3,THB,0
3799,864160,BE-A Walker,game,0,0,189.0,100-199,1,1,20,medium,3,THB,0
3800,898890,Endling - Extinction is Forever,game,0,0,599.0,500-799,1,2,28,high,28,THB,1
3801,976930,Groove Gunner,game,0,0,349.0,300-499,0,0,21,medium,4,THB,0
3802,1016860,Boiling Steel,game,0,0,239.0,200-299,0,0,0,low,2,THB,0
3803,1024480,Immortal Realms: Vampire Wars,game,0,0,850.0,800+,0,2,52,very high,10,THB,1
3804,1055170,Sir Lovelot,game,0,0,315.0,300-499,0,0,20,medium,14,THB,0
3805,1175830,Legend of Mana,game,0,0,940.0,800+,0,1,29,high,8,THB,1
3806,1186040,Worms Rumble,game,0,0,289.0,200-299,1,10,26,very high,12,THB,0
3807,1186880,OctoFurry,game,0,0,47.0,1-99,1,1,10,medium,4,THB,0
3808,1253710,Garbage,game,0,0,214.0,200-299,0,1,0,low,15,THB,0
3809,1300100,Spectacular Sparky,game,0,0,239.0,200-299,1,0,6,low,6,THB,0
3810,1329880,Wild West Legacy,game,0,0,599.0,500-799,0,3,31,high,9,THB,1
3811,1348300,大千世界,game,0,0,85.0,1-99,0,0,0,low,1,THB,0
3812,903280,Dead Man's Fault,game,0,0,63.0,1-99,0,0,7,low,1,THB,0
3813,1371630,Incremental Adventures,game,1,0,0.0,Free,0,3,21,high,1,FREE,0
3814,1392600,Kazakh Drive,game,0,0,45.0,1-99,0,0,15,medium,2,THB,0
3815,1444150,BLINK: The Last Night,game,0,0,99.0,100-199,0,0,4,low,1,THB,0
3816,1483570,Lost Lands: Redemption Collector's Edition,game,0,0,220.0,200-299,0,0,22,medium,13,THB,0
3817,1534200,Nothing,game,0,0,45.0,1-99,0,0,21,medium,1,THB,0
3818,1567060,WILD-9,game,0,0,69.0,1-99,0,0,6,low,1,THB,0
3819,1572990,Twilight Town: A Cyberpunk Day In Life,game,0,0,69.0,1-99,0,1,0,low,2,THB,0
3820,1642010,h8machine,game,0,0,189.0,100-199,0,0,28,medium,1,THB,0
3821,1650550,Workshop Simulator,game,0,0,289.0,200-299,0,0,22,medium,6,THB,0
3822,1779560,Donut Dodo,game,0,0,315.0,300-499,0,1,10,medium,1,THB,0
3823,1780720,Nott Longa,game,0,0,99.0,100-199,0,0,6,low,2,THB,0
3824,1835200,Titanic: Fall Of A Legend,game,0,0,220.0,200-299,0,0,0,low,1,THB,0
3825,1872680,The Knight Witch,game,0,0,600.0,500-799,1,1,27,high,11,THB,1
3826,1911390,Knightfall: A Daring Journey,game,1,0,0.0,Free,0,0,0,low,1,FREE,0
3827,1921390,Build Lands,game,0,0,95.0,1-99,0,1,58,very high,2,THB,0
3828,2003370,Match Village,game,0,0,95.0,1-99,0,0,24,medium,12,THB,0
3829,2074910,Photogenic Minds : Identity,game,0,0,289.0,200-299,0,0,34,high,1,THB,0
3830,2115650,Xeno Command,game,0,0,99.0,100-199,0,0,0,low,12,THB,0
3831,2138010,A Clockwork Ley-Line: Flowers Falling in the Morning Mist,game,0,0,495.0,300-499,0,0,0,low,1,THB,1
3832,2141820,Onion Assault,game,0,0,179.0,100-199,1,0,0,low,7,THB,0
3833,544920,Darwin Project,game,1,0,0.0,Free,1,0,14,medium,9,FREE,0
3834,616720,Live2DViewerEX,game,0,0,129.0,100-199,0,1,0,low,5,THB,0
3835,715380,Those Who Remain,game,0,0,289.0,200-299,1,1,14,medium,14,THB,0
3836,726840,City Game Studio: Your Game Dev Adventure Begins,game,0,0,400.0,300-499,0,2,87,very high,16,THB,1
3837,824570,Kine,game,0,0,349.0,300-499,1,1,13,medium,8,THB,1
3838,940710,Colt Canyon,game,0,0,315.0,300-499,1,1,40,high,10,THB,0
3839,982350,Mon Amour,game,0,0,175.0,100-199,1,1,12,medium,4,THB,0
3840,1075200,TOHU,game,0,0,239.0,200-299,0,2,21,high,12,THB,0
3841,1089830,Monster Energy Supercross - The Official Videogame 3,game,0,0,845.0,800+,1,9,50,very high,7,THB,1
3842,1092140,Exit From,game,0,0,220.0,200-299,1,0,70,very high,11,THB,0
3843,1106530,GemCraft - Frostborn Wrath,game,0,0,219.0,200-299,0,0,636,very high,1,THB,0
3844,1137350,Filament,game,0,0,349.0,300-499,1,1,29,high,9,THB,1
3845,1142390,Remothered: Broken Porcelain,game,0,18,379.0,300-499,1,1,34,high,11,THB,0
3846,1197570,Until We Die,game,0,0,259.0,200-299,0,0,28,medium,11,THB,0
3847,1199180,Edge Of Galaxy,game,0,0,115.0,100-199,0,0,15,medium,2,THB,0
3848,1213220,IRON GUARD,game,0,0,239.0,200-299,0,1,16,medium,5,THB,0
3849,1220600,Edengrall,game,0,0,239.0,200-299,0,0,23,medium,1,THB,0
3850,1221800,Anime Artist 2: Lovely Danya,game,0,0,47.0,1-99,0,4,17,high,13,THB,0
3851,1240550,Until the Last Plane,game,0,0,239.0,200-299,0,0,11,medium,7,THB,0
3852,1270720,DreamWorks Spirit Lucky's Big Adventure,game,0,0,379.0,300-499,1,0,21,medium,10,THB,0
3853,1389610,Hell Road VR,game,0,0,289.0,200-299,0,2,37,high,9,THB,0
3854,1405470,Scars of Summer,game,0,0,289.0,200-299,0,0,0,low,3,THB,0
3855,1432390,Sonority,game,0,0,400.0,300-499,1,2,19,medium,10,THB,1
3856,1491460,Tor Eternum,game,0,0,47.0,1-99,1,0,18,medium,1,THB,0
3857,1566550,A Walk With My Dog,game,0,0,115.0,100-199,1,0,33,high,1,THB,0
3858,1571890,JAM GODS,game,0,0,85.0,1-99,1,0,0,low,1,THB,0
3859,1589010,Newton's Life at Home - Pixel Art Jigsaw Puzzle,game,0,0,47.0,1-99,0,1,25,medium,1,THB,0
3860,1634990,Mark Out! The Wrestling Card Game,game,0,0,239.0,200-299,0,0,44,high,1,THB,0
3861,1663860,The Guardian Stone,game,0,0,289.0,200-299,0,0,0,low,1,THB,0
3862,1724390,Power Chord,game,0,0,400.0,300-499,1,0,38,high,1,THB,1
3863,1788430,BOT.vinnik Chess: Late USSR Championships,game,0,0,47.0,1-99,0,0,17,medium,1,THB,0
3864,2070540,Shogunaria,game,0,0,139.0,100-199,0,0,36,high,7,THB,0
3865,2088160,天外武林 (Traveler of Wuxia),game,0,0,495.0,300-499,0,0,37,high,3,THB,1
3866,494430,Praey for the Gods,game,0,0,590.0,500-799,1,1,33,high,19,THB,1
3867,975620,Project DeepWeb,game,0,0,179.0,100-199,0,1,21,medium,3,THB,0
3868,659960,Legends of Hidden Sword,game,0,0,499.0,500-799,0,0,15,medium,1,THB,1
3869,856890,JUSTICE SUCKS: Tactical Vacuum Action,game,0,0,400.0,300-499,1,0,37,high,11,THB,0
3870,861250,Cyber Shadow,game,0,0,318.67,300-499,1,0,40,high,11,THB,0
3871,1551560,Into the Nightmare,game,0,0,239.0,200-299,0,0,0,low,3,THB,0
3872,1913370,OPERATOR,game,0,0,400.0,300-499,0,0,26,medium,1,THB,0
3873,1457320,Techtonica,game,0,0,590.0,500-799,1,1,24,medium,12,THB,1
3874,654890,Grand Tactician: The Civil War (1861-1865),game,0,0,519.0,500-799,0,3,0,medium,1,THB,1
3875,1250410,Microsoft Flight Simulator (2020) 40th Anniversary Edition,game,0,0,2099.0,800+,1,0,43,high,13,THB,1
3876,926140,CHANGE: A Homeless Survival Experience,game,0,0,400.0,300-499,1,1,30,high,6,THB,1
3877,1037120,Mutropolis,game,0,0,400.0,300-499,1,2,24,high,10,THB,1
3878,1062000,Starmancer,game,0,0,315.0,300-499,0,1,0,low,1,THB,1
3879,1080450,Wayward Strand,game,0,0,289.0,200-299,1,1,30,high,1,THB,0
3880,1093290,The Wild at Heart,game,0,0,319.0,300-499,1,1,29,high,8,THB,0
3881,597180,Old World,game,0,0,599.0,500-799,0,7,408,very high,10,THB,1
3882,1126890,Urban Cards,game,0,0,315.0,300-499,1,2,33,high,8,THB,1
3883,1145130,卖萌恶霸喵霸霸 Cute Bully Nyanbaba,game,0,0,23.0,1-99,0,0,23,medium,29,THB,0
3884,1175430,Project Starship X,game,0,0,220.0,200-299,1,0,39,high,3,THB,0
3885,1190150,Paint Warfare,game,1,0,0.0,Free,0,5,14,high,26,FREE,0
3886,1206290,Goblin Summer Camp,game,1,0,0.0,Free,0,2,15,medium,1,FREE,0
3887,1216230,Project Heartbeat,game,0,0,209.0,200-299,1,0,6,low,3,THB,0
3888,1253270,Scoot Kaboom and the Tomb of Doom,game,0,0,209.0,200-299,1,0,37,high,1,THB,0
3889,1292170,Krush Kill 'N Destroy Xtreme,game,0,0,199.0,200-299,0,0,0,low,1,THB,0
3890,1459540,Elephantasy,game,0,0,189.0,100-199,0,0,21,medium,1,THB,0
3891,1534340,Fida Puti Samurai,game,0,0,259.0,200-299,1,1,38,high,1,THB,0
3892,1534850,Floor Plan 2 VR,game,0,0,590.0,500-799,0,0,21,medium,6,THB,1
3893,1550270,Togges,game,0,0,289.0,200-299,1,0,38,high,8,THB,0
3894,393380,Squad,game,0,0,818.17,800+,0,23,0,very high,9,THB,1
3895,1142710,Total War: WARHAMMER III,game,0,0,1390.0,800+,0,34,138,very high,13,THB,1
3896,2111170,STORY OF SEASONS: A Wonderful Life,game,0,0,990.0,800+,0,4,34,high,8,THB,1
3897,1151340,Fallout 76,game,0,18,1310.0,800+,0,3,72,very high,13,THB,1
3898,1569930,Sword and Fairy 5,game,0,0,219.0,200-299,0,1,0,low,1,THB,0
3899,1586880,Essays on Empathy,game,0,0,275.0,200-299,0,0,20,medium,1,THB,0
3900,1609730,Aliens vs. Ghosts,game,0,0,167.8,100-199,0,0,0,low,1,THB,0
3901,1644490,Occult,game,0,0,99.0,100-199,0,0,21,medium,21,THB,0
3902,1766010,Force Reboot,game,0,0,69.0,1-99,0,0,29,medium,1,THB,0
3903,1812340,Enigmarella,game,0,0,319.0,300-499,0,0,0,low,1,THB,0
3904,1829910,Cute Cats 2,game,0,0,23.0,1-99,0,1,22,medium,103,THB,0
3905,1869980,Grisaia Phantom Trigger Vol.8,game,0,0,549.0,500-799,0,2,0,low,3,THB,1
3906,1916850,Doomed to Hell,game,0,0,209.0,200-299,1,0,10,low,2,THB,0
3907,1957990,Tile Cities,game,0,0,69.0,1-99,0,0,9,low,13,THB,0
3908,2093380,Noclipped,game,0,0,47.0,1-99,0,0,17,medium,4,THB,0
3909,2150870,你农哦农-Need Know What Know,game,0,0,115.0,100-199,0,0,0,low,1,THB,0
3910,1533390,Gorilla Tag,game,0,0,400.0,300-499,0,0,0,low,1,THB,0
3911,1397390,The Break-In,game,0,0,400.0,300-499,0,0,43,high,1,THB,0
3912,257420,Serious Sam 4,game,0,18,719.0,500-799,1,0,54,high,13,THB,1
3913,756800,Contraband Police,game,0,0,599.99,500-799,1,1,93,very high,18,THB,1
3914,2348100,"YEAH! YOU WANT ""THOSE GAMES,"" RIGHT? SO HERE YOU GO! NOW, LET'S SEE YOU CLEAR THEM!",game,0,0,220.0,200-299,1,0,11,medium,10,THB,0
3915,1385380,Across the Obelisk,game,0,0,549.0,500-799,0,15,148,very high,8,THB,1
3916,1668540,The Legend of Heroes: Trails into Reverie,game,0,0,1100.0,800+,1,6,53,very high,1,THB,1
3917,623340,Stars End,game,0,0,400.0,300-499,1,1,25,medium,9,THB,0
3918,799600,Cosmoteer: Starship Architect & Commander,game,0,0,399.0,300-499,0,0,0,low,9,THB,0
3919,1203220,NARAKA: BLADEPOINT,game,1,0,0.0,Free,0,4,40,high,13,FREE,0
3920,1988550,To The Core,game,0,0,179.0,100-199,0,0,19,medium,1,THB,0
3921,1135690,Unpacking,game,0,0,289.0,200-299,1,1,25,medium,16,THB,0
3922,2201940,Ship Graveyard Simulator 2,game,0,0,495.0,300-499,0,6,75,very high,13,THB,1
3923,747660,Five Nights at Freddy's: Security Breach,game,0,0,469.0,300-499,1,1,29,high,12,THB,1
3924,1868140,DAVE THE DIVER,game,0,0,400.0,300-499,1,5,43,very high,11,THB,1
3925,831050,Dolmen,game,0,0,474.38,300-499,1,0,30,medium,13,THB,1
3926,848030,Roundguard,game,0,0,400.0,300-499,1,1,80,very high,15,THB,1
3927,881040,Bug Academy,game,0,0,220.0,200-299,1,1,32,high,10,THB,0
3928,995170,Aim Bot,game,0,0,69.0,1-99,0,0,0,low,1,THB,0
3929,1000760,Foregone,game,0,0,289.0,200-299,1,1,50,high,12,THB,0
3930,1361210,"Warhammer 40,000: Darktide",game,0,0,1049.0,800+,0,10,36,very high,12,THB,1
3931,1194700,House Flipper VR,game,0,0,400.0,300-499,0,0,26,medium,12,THB,1
3932,1209430,Dungeon Cards,game,0,0,45.0,1-99,0,0,19,medium,11,THB,0
3933,1234550,Quest Rooms,game,0,0,289.0,200-299,0,0,0,low,5,THB,0
3934,1156900,Output Pasture,game,0,0,115.0,100-199,0,0,29,medium,5,THB,0
3935,1290770,Mushroom Savior,game,0,0,92.0,1-99,1,0,3,low,10,THB,0
3936,1293820,YOU and ME and HER: A Love Story,game,0,0,590.0,500-799,0,0,0,low,2,THB,1
3937,1342890,Who Needs a Hero?,game,0,0,220.0,200-299,0,1,40,high,3,THB,0
3938,1371760,Birthright,game,0,0,289.0,200-299,0,0,0,low,1,THB,0
3939,1375480,Bunny's Flowers,game,0,0,159.0,100-199,1,0,5,low,1,THB,0
3940,1422190,Fuzz Force: Spook Squad,game,0,0,239.0,200-299,0,1,30,high,1,THB,0
3941,1437860,Heroes of the Three Kingdoms 5,game,0,0,88.0,1-99,0,0,0,low,2,THB,0
3942,1457660,幻想三国志4外传,game,0,0,159.0,100-199,0,0,0,low,2,THB,0
3943,1515890,TAISHO x ALICE episode 3,game,0,0,349.0,300-499,0,0,19,medium,2,THB,0
3944,1817190,Marvel’s Spider-Man: Miles Morales,game,0,0,1290.0,800+,0,0,50,high,22,THB,1
3945,2137700,I'm on Observation Duty 6,game,0,0,259.99,200-299,1,0,26,medium,18,THB,0
3946,1096530,Solasta: Crown of the Magister,game,0,0,590.0,500-799,1,6,132,very high,6,THB,1
3947,1158310,Crusader Kings III,game,0,0,1359.0,800+,0,33,188,very high,9,THB,1
3948,1541710,Wyvern,game,1,0,0.0,Free,0,0,0,low,1,FREE,0
3949,1550740,Ignited Steel: Mech Tactics,game,0,0,239.0,200-299,0,1,71,very high,3,THB,0
3950,1573390,Lila’s Sky Ark,game,0,0,239.0,200-299,1,1,20,medium,8,THB,0
3951,1576230,An Un-epic story: The adventure of Enki and Tiny Freddie,game,0,0,99.0,100-199,0,0,0,low,2,THB,0
3952,1819160,Meteor World Actor: Badge & Dagger,game,0,0,269.0,200-299,0,3,10,medium,3,THB,0
3953,1822230,Kokoro Clover Season1,game,0,0,279.0,200-299,0,1,0,low,2,THB,0
3954,1830720,MOTHERED - A ROLE-PLAYING HORROR GAME,game,0,0,189.0,100-199,0,0,15,medium,1,THB,0
3955,1840920,SEARCH ALL - FOXES,game,0,0,69.0,1-99,1,0,10,low,29,THB,0
3956,1918540,The Ramen Sensei,game,0,0,200.0,200-299,1,0,6,low,6,THB,0
3957,1964310,MORODASHI SUMO,game,0,0,99.0,100-199,0,1,4,low,2,THB,0
3958,2114370,Takoyaki Party Survival,game,0,0,69.0,1-99,1,0,21,medium,2,THB,0
3959,2173670,Aery VR - Calm Mind,game,0,0,189.0,100-199,0,0,0,low,1,THB,0
3960,351030,Pixel Puzzles Ultimate Jigsaw Puzzles,game,1,0,0.0,Free,1,171,3403,very high,6,FREE,0
3961,525680,Deisim,game,0,0,315.0,300-499,0,0,33,high,17,THB,1
3962,739650,Drake Hollow,game,0,0,899.0,800+,1,0,50,high,8,THB,1
3963,809540,Mechs V Kaijus - Tower Defense,game,0,0,219.0,200-299,1,1,73,very high,9,THB,0
3964,943370,Bravery and Greed,game,0,0,399.0,300-499,1,1,50,high,12,THB,0
3965,979310,Disjunction,game,0,0,249.0,200-299,1,1,20,medium,9,THB,0
3966,989440,Phantom Abyss,game,0,0,400.0,300-499,1,1,18,medium,10,THB,0
3967,990260,Collapse: A Political Simulator,game,0,0,155.0,100-199,0,1,96,very high,2,THB,0
3968,1033080,Letters - a written adventure,game,0,0,239.0,200-299,1,2,24,high,1,THB,0
3969,1072500,AO Tennis 2,game,0,0,699.0,500-799,1,0,32,high,12,THB,1
3970,1127970,Retro Machina,game,0,0,349.0,300-499,1,0,17,medium,11,THB,0
3971,1174460,Poker Club,game,0,0,399.0,300-499,1,0,45,high,6,THB,1
3972,1662080,Goonya Monster,game,0,0,289.0,200-299,1,34,45,very high,4,THB,0
3973,1358710,Battle Cry of Freedom,game,0,0,144.0,100-199,0,3,27,high,13,THB,0
3974,1402320,Medal of Honor™: Above and Beyond,game,0,0,1099.0,800+,0,0,80,very high,6,THB,1
3975,1406250,Tanuki Justice,game,0,0,239.0,200-299,0,0,16,medium,1,THB,0
3976,1455220,Succubus Farm,game,0,0,239.0,200-299,0,0,0,low,3,THB,0
3977,1494190,秘密舞会,game,0,0,69.0,1-99,0,0,0,low,1,THB,0
3978,1507410,Coloring Book for Kids,game,1,0,0.0,Free,0,1,35,high,22,FREE,0
3979,1555110,Chasing Tails ~A Promise in the Snow~,game,0,0,159.0,100-199,0,3,30,high,8,THB,0
3980,1585530,GW: Legacy,game,0,0,330.0,300-499,0,0,0,low,1,THB,0
3981,1597040,Fossilfuel,game,0,0,155.0,100-199,1,1,28,high,1,THB,0
3982,1603410,Lost Nova,game,0,0,315.0,300-499,1,0,18,medium,1,THB,0
3983,1609090,Drunken Dad Simulator,game,0,0,43.0,1-99,0,0,0,low,1,THB,0
3984,1617480,Fight Party,game,0,0,99.0,100-199,1,0,0,low,1,THB,0
3985,1708190,100 hidden rams,game,0,0,23.0,1-99,0,0,100,very high,1,THB,0
3986,1748390,Rocket Bot Royale,game,0,0,63.0,1-99,1,0,0,low,1,THB,0
3987,1818610,Karagon (Survival Robot Riding FPS),game,0,0,400.0,300-499,0,0,4,low,10,THB,0
3988,1951840,Dungeoneer,game,0,0,189.0,100-199,0,0,66,very high,1,THB,0
3989,1975670,White Lavender,game,0,0,99.0,100-199,1,0,21,medium,1,THB,0
3990,2185780,Return to abyss 重返深渊,game,0,0,115.0,100-199,1,6,48,very high,3,THB,0
3991,451310,A Fold Apart,game,0,0,220.0,200-299,1,0,8,low,14,THB,0
3992,576480,Drunken Fight Simulator,game,0,0,115.0,100-199,0,0,0,low,1,THB,0
3993,600080,Unto The End,game,0,0,315.0,300-499,1,1,29,high,20,THB,0
3994,657000,Rising Hell,game,0,0,220.0,200-299,0,2,34,high,9,THB,0
3995,823230,Demolition Pro Online,game,0,0,400.0,300-499,0,0,24,medium,5,THB,0
3996,876650,Aground,game,0,0,315.0,300-499,1,2,90,very high,7,THB,0
3997,892860,Hot Brass,game,0,0,315.0,300-499,0,1,30,high,3,THB,0
3998,915230,Zombie Rollerz: Pinball Heroes,game,0,0,259.0,200-299,0,0,73,very high,14,THB,0
3999,1066760,Moonshine Inc.,game,0,0,369.0,300-499,0,1,43,high,6,THB,0
4000,1202900,Assemble with Care,game,0,0,159.0,100-199,0,1,14,medium,14,THB,0
4001,1217380,Encore Classic Puzzle & Board Games,game,0,0,400.0,300-499,0,0,0,low,1,THB,1
4002,1251460,Tanuki Sunset,game,0,0,239.0,200-299,1,0,15,medium,1,THB,0
4003,1284410,GWENT: The Witcher Card Game,game,1,0,0.0,Free,0,1,46,high,12,FREE,0
4004,1298530,Self-Isolation,game,0,0,115.0,100-199,0,0,10,low,8,THB,0
4005,1318240,Shields of Loyalty,game,0,0,400.0,300-499,0,1,35,high,11,THB,0
